-0.619276658,-0.743996419,3
1.057298739,0.612294277,0
-0.607362361,0.577638487,2
0.695223034,0.153330449,0
0.706157421,-0.709807363,1
1.055945463,-0.969457775,1
-0.9585454,0.506007258,2
1.083281178,-0.581488354,1
-0.399088084,-0.938915562,3
0.45530219,0.621871636,0
-0.315605466,-0.686395349,3
-1.104611014,-0.725356633,3
0.953271568,1.103798605,0
-0.669493018,0.6188409,2
0.615522469,-0.117179323,1
0.543708494,-1.06127589,1
0.836779968,-0.990304157,1
0.982276801,-0.680838075,1
-0.611854155,-0.475496786,3
-0.275818456,0.66013969,2
0.351033104,1.073782062,0
0.788723281,0.461466372,0
0.922982096,0.819888893,0
0.688360816,-1.16460532,1
-1.018943137,-0.673295101,3
0.714644138,-0.497031234,1
0.510317273,-0.756038305,1
-0.486210778,-0.825962117,3
-0.617095177,-0.19877956,3
-0.851221772,0.95955652,2
-0.672847763,-0.828480416,3
-0.668020155,-0.641002741,3
-0.348531531,0.159450642,2
-0.855003765,0.282797919,2
-0.266518876,-1.205498817,3
-0.591006017,-0.642900991,3
-0.529175902,0.376754111,2
0.540920422,0.146598727,0
-0.395364973,-1.215792739,3
-0.55087329,-0.686290692,3
0.984595324,-0.737289341,1
0.739972961,0.657722349,0
0.680125479,-0.718487144,1
0.844024669,0.706959492,0
0.732929052,0.630726664,0
-0.754412911,-0.511607481,3
1.059761618,-0.743334482,1
-1.045502537,0.940075374,2
-0.443225713,1.014129213,2
-0.724871108,0.405422234,2
-0.906418836,-0.849084797,3
-0.448456392,-0.901400418,3
-0.842499129,0.197099183,2
0.643918392,0.518649523,0
0.60657131,-0.935734989,1
1.028776639,0.6114269,0
0.772085197,-0.916207901,1
-0.681843685,-0.95783387,3
0.682021405,0.748872506,0
0.990059933,-0.840578208,1
0.997324704,-0.944738424,1
0.774808909,-0.476402376,1
-1.210734642,1.26059439,2
1.167547998,0.673674928,0
-0.833676968,0.784578993,2
0.765085382,0.596629322,0
-0.534703944,-0.5378904,3
-1.077320932,1.010531769,2
1.055112555,0.513514942,0
0.729073301,-0.445950018,1
-0.555775375,0.485731423,2
0.472414225,-0.90705558,1
-0.818078664,-0.455610659,3
0.34910862,-0.468056867,1
-0.644425328,0.615966726,2
